N°,PODER,ENTIDAD,TIPO,"NOMBRE DEL RECURSO DE INFORMACIÓN",DESCRIPCIÓN,"RECURSO DE INFORMACIÓN"
"PRESIDENCIA DEL CONSEJO DE MINISTROS","Instituto Nacional de Estadística e Informática",WMS,Departamento,"Capa de información de departamentos",https://maps.inei.gob.pe/geoserver/T10Limites/ig_departamento/wms?service=WMS&request=GetCapabilities
"PRESIDENCIA DEL CONSEJO DE MINISTROS","Instituto Nacional de Estadística e Informática",WMS,Distrito,"Capa de información de distritos del Perú",https://maps.inei.gob.pe/geoserver/T10Limites/ig_distrito/wms?service=WMS&request=GetCapabilities
"PRESIDENCIA DEL CONSEJO DE MINISTROS","Instituto Nacional de Estadística e Informática",WMS,Provincia,"Capa de información de provincias del Perú",https://maps.inei.gob.pe/geoserver/T10Limites/ig_provincia/wms?service=WMS&request=GetCapabilities
"PRESIDENCIA DEL CONSEJO DE MINISTROS","Instituto Nacional de Estadística e Informática",WFS,Departamento,"Capa de información de departamentos",https://maps.inei.gob.pe/geoserver/T10Limites/ig_departamento/ows?service=WFS&request=GetCapabilities
"PRESIDENCIA DEL CONSEJO DE MINISTROS","Instituto Nacional de Estadística e Informática",WFS,Distrito,"Capa de información de distritos del Perú",https://maps.inei.gob.pe/geoserver/T10Limites/ig_distrito/ows?service=WFS&request=GetCapabilities
"PRESIDENCIA DEL CONSEJO DE MINISTROS","Instituto Nacional de Estadística e Informática",WFS,Provincia,"Capa de información de provincias del Perú",https://maps.inei.gob.pe/geoserver/T10Limites/ig_provincia/ows?service=WFS&request=GetCapabilities
"PRESIDENCIA DEL CONSEJO DE MINISTROS","Instituto Nacional de Estadística e Informática",Metadatos,"Catalogo de Metadatos del Instituto Nacional de Estadística e Informática","Catalogo de Metadatos de los principales productos que elabora el INEI",https://metadatogis.inei.gob.pe/geonetwork/
"PRESIDENCIA DEL CONSEJO DE MINISTROS","Instituto Nacional de Estadística e Informática",WMS,"Centro Poblado (ámbito geográfico)","Capa que contiene los centros poblados.",https://maps.inei.gob.pe/T10Limites/wms?service=WMS&version=1.1.0&request=GetMap&layers=T10Limites%3Aig_cpoblado&bbox=-81.3058853149414%2C-18.3344993591309%2C-68.6593322753906%2C-0.095669999718666&width=532&height=768&srs=EPSG%3A4326&format=application/openlayers
"PRESIDENCIA DEL CONSEJO DE MINISTROS","Instituto Nacional de Estadística e Informática",WMS,"Centro Poblado (población censada)","Capa que contiene los centros poblados.",maps.inei.gob.pe/T10Limites/wms?SERVICE=WMS&request=getcapabilities
"PRESIDENCIA DEL CONSEJO DE MINISTROS","Instituto Nacional de Estadística e Informática",WMS,Manzana,"Capa que contiene las manzanas.",https://maps.inei.gob.pe/T10Limites/wms?service=WMS&version=1.1.0&request=GetMap&layers=T10Limites%3Aig_manzana&bbox=-81.3725204467773%2C-18.3757190704346%2C-68.7826843261719%2C-0.283677786588669&width=534&height=768&srs=EPSG%3A4326&format=application/openlayers
"PRESIDENCIA DEL CONSEJO DE MINISTROS","Instituto Nacional de Estadística e Informática",WFS,"Centro Poblado (ámbito geográfico)","Capa que contiene los centros poblados.",https://maps.inei.gob.pe/T10Limites/ows?service=WFS&version=1.0.0&request=GetCapabilities
"PRESIDENCIA DEL CONSEJO DE MINISTROS","Instituto Nacional de Estadística e Informática",WFS,"Centro Poblado (población censada)","Capa que contiene los centros poblados.",https://maps.inei.gob.pe/T10Limites/ows?service=WFS&version=1.0.0&request=GetCapabilities
"PRESIDENCIA DEL CONSEJO DE MINISTROS","Instituto Nacional de Estadística e Informática",WFS,Manzana,"Capa que contiene las manzanas.",https://maps.inei.gob.pe/T10Limites/ows?service=WFS&version=1.0.0&request=GetCapabilities
"PRESIDENCIA DEL CONSEJO DE MINISTROS","Organismo Supervisor de la Inversion en Energia y Mineria",Aplicación,"Mapa Energético Minero","Presenta información de los sistemas energéticos por sub sector (Electricidad, Gas Natural, Hidrocarburos y RER) en beneficio de todos los actores que tienen interacción u operan en dichos sistemas así como del público en general.",http://gisem.osinergmin.gob.pe/menergetico/
"PRESIDENCIA DEL CONSEJO DE MINISTROS","Organismo Supervisor de la Inversion en Energia y Mineria",Aplicación,"Monitoreo Operativo del Observatorio Energético Minero","Presenta visores estratégicos como herramientas de soporte para la toma de decisiones en los procesos de regulación, inversión y supervisión por subsectores, así como modelamiento y monitoreo de riesgos y conflictos sociales.",http://observatorio.osinergmin.gob.pe/monitoreo-operativo
"PRESIDENCIA DEL CONSEJO DE MINISTROS","Organismo Supervisor de la Inversion en Energia y Mineria",Aplicación,"Mapa Instalaciones Alta Tension","Sistema que permite visualizar las redes de Instalaciones Alta Tension",https://www.osinergmin.gob.pe/newweb/uploads/Publico/MapaSEIN/
"PRESIDENCIA DEL CONSEJO DE MINISTROS","Organismo Supervisor de la Inversion en Energia y Mineria",Aplicación,"Mapa Interactivo Red de Media Tensión","Sistema que permite visualizar las redes de Mapa Interactivo Red de Media Tensión",http://www.osinergmin.gob.pe/empresas/electricidad/Paginas/mapaMT/index.html
"PRESIDENCIA DEL CONSEJO DE MINISTROS","Organismo Supervisor de Inversión Privada en Telecomunicaciones.",Aplicación,"Cobertura Movil","Aplicativo informatico, mediante el cual el usuario puede conocer la cobertura del servicio movil en cada una de las localidades declaradas por las empresas operadoras ante el OSIPTEL.",https://serviciosweb.osiptel.gob.pe/CoberturaMovil/
"PRESIDENCIA DEL CONSEJO DE MINISTROS","Organismo Supervisor de Inversión Privada en Telecomunicaciones.",Aplicación,"Sistema Georeferenciado de Redes de Telecomunicaciones","Aplicativo basado en un Visor Web que permite visualizar la informacion publica Georreferenciada de las Redes de Telecomunicaciones desplegadas en el territorio peruano, incluyendo las zonas rurales.",https://serviciosweb.osiptel.gob.pe/VISORGIS/Visor/VisorPublico.aspx
"PRESIDENCIA DEL CONSEJO DE MINISTROS","Superintendencia Nacional de Servicios y Saneamiento",Geoportal,GeoSunass,"GeoSunass ha sido diseñado para ser de fácil acceso y uso. Permite al usuario manejar adecuadamente sus funcionalidades y herramientas de manera intuitiva. Asimismo, permite almacenar, integrar y compartir información interoperable de otras entidades relacionadas a los servicios de saneamiento.",https://geosunass.sunass.gob.pe/
"PRESIDENCIA DEL CONSEJO DE MINISTROS","Superintendencia Nacional de Servicios y Saneamiento","Visor de Mapas","Visor de Mapas de GeoSunass","Visor de mapas de GeoSunass que permite visualizar información georreferenciada publicada por SUNASS y diversas entidades relacionadas a los servicios de saneamiento, generar reportes y descargar información en línea.",https://experience.arcgis.com/experience/12dd1e86bc3046eca8ba0b82b77ca508/
"PRESIDENCIA DEL CONSEJO DE MINISTROS","Superintendencia Nacional de Servicios y Saneamiento",Metadatos,"Catálogo de Metadatos de SUNASS","Catálogo de metadatos de información geográfica de la Superintendencia Nacional de Servicios de Saneamiento - SUNASS",https://geosunass.sunass.gob.pe/geonetwork/
"PRESIDENCIA DEL CONSEJO DE MINISTROS","Superintendencia Nacional de Servicios y Saneamiento",WFS,"Área de la prestación de servicios de saneamiento","Es el ámbito de responsabilidad en la que los prestadores de servicios de saneamiento brindan dichos servicios e incluye el área potencial en la que podría brindarlos eficientemente. El área potencial se define de acuerdo con la implementación de la escala eficiente, la política de integración y otros criterios que determine la Superintendencia Nacional de Servicios de Saneamiento (Numeral 8 del Artículo 4 de DS Nº 001-2019-VIVIENDA).",https://geosunass.sunass.gob.pe/gisserver/services/GeoPeru_ags/Area_de_prestacion_de_servicios/MapServer/WFSServer
"PRESIDENCIA DEL CONSEJO DE MINISTROS","Superintendencia Nacional de Servicios y Saneamiento",WMS,"Área de la prestación de servicios de saneamiento","Es el ámbito de responsabilidad en la que los prestadores de servicios de saneamiento brindan dichos servicios e incluye el área potencial en la que podría brindarlos eficientemente. El área potencial se define de acuerdo con la implementación de la escala eficiente, la política de integración y otros criterios que determine la Superintendencia Nacional de Servicios de Saneamiento (Numeral 8 del Artículo 4 de DS Nº 001-2019-VIVIENDA).",https://geosunass.sunass.gob.pe/gisserver/services/GeoPeru_ags/Area_de_prestacion_de_servicios/MapServer/WMSServer
SALUD,"Superintendencia Nacional de Salud",Aplicación,SUSALUDmap,"Aplicativo informático en el cual podrá consultar sobre las condiciones de funcionamiento de los Establecimientos de Salud y Servicios Médicos de Apoyo que se encuentran registrados en el RENIPRESS y cuentan con datos de georreferenciación.",http://mapa.susalud.gob.pe/
CULTURA,"Ministerio de Cultura",Geoportal,"Geoportal del Ministerio de Cultura","El Geoportal Estadístico, es parte de la Infraestructura de Datos Espaciales del Ministerio de Cultura, que integra la información geográfica y estadística del sector, de una forma amigable y dinámica. La información del Geoportal es de libre acceso y contribuye a la toma de decisiones para diferentes proyectos públicos y privados, salvaguardando nuestro patrimonio cultural nacional y de la humanidad.",https://geoportal.cultura.gob.pe/
CULTURA,"Ministerio de Cultura",Aplicación,"Mapa Audiovisual del Patrimonio Cultural Inmaterial Peruano","Mapa Audiovisual del Patrimonio Cultural Inmaterial Peruano",https://geoportal.cultura.gob.pe/audiovisual/
CULTURA,"Ministerio de Cultura",Aplicación,"Mapa de paisajes culturales","El presente visor de mapas virtual permite conocer la distribución de los paisajes culturales declarados e identificados hasta hoy, así como los elementos culturales que lo caracterizan, su relación con otras categorías de patrimonio y otros detalles de la administración del territorio, con el propósito de contribuir en el conocimiento del patrimonio cultural del país y como una herramienta para la toma de decisiones.",https://geoportal.cultura.gob.pe/mapa_paisajes_culturales/
CULTURA,"Ministerio de Cultura",Aplicación,"Mapa Geoétnico","Mapa Geoétnico de Presencia Concentrada del Pueblo Afroperuano en el Territorio Nacional”, documento que contiene información actualizada sobre la cantidad de hogares afroperuanos y centros poblados con presencia del pueblo afroperuano en el territorio nacional, basado en los datos proporcionados por el Censo Nacional 2017: XII Censo Nacional de Población, VII de Vivienda y III de Comunidades Indígenas",https://geoportal.cultura.gob.pe/mapa_afroperuano/
CULTURA,"Ministerio de Cultura","Visor de Mapas","Mapa Etnolingüístico del Perú","Sistema informativo y herramienta de planificación para una adecuada toma de decisiones en materia de uso, promoción, recuperación y preservación de las lenguas indígenas u originarias del Perú.",https://geoportal.cultura.gob.pe/mapa_etnolinguistico/
CULTURA,"Ministerio de Cultura",,"Mapa interactivo de la BDPI","En este mapa podrá realizar consultas sobre la ubicación referencial de los pueblos indígenas u originarios y sus localidades, tales como comunidades nativas, comunidades campesinas y Reservas Territoriales Indígenas. Asimismo, podrá observar elementos de ubicación geográfica como vías asfaltadas, ríos principales, capitales departamentales, provinciales y distritales",https://bdpi.cultura.gob.pe/mapa-interactivo
CULTURA,"Ministerio de Cultura",,"Mapa Cultural del Sur","""Sistema integrado de información cultural de los siguientes estados: Argentina, Bolivia, Brasil, Chile, Colombia, Ecuador, Paraguay, Perú, Uruguay.
País invitado: Costa Rica.""",https://geoportal.cultura.gob.pe/mapa_cultural_del_sur/
CULTURA,"Ministerio de Cultura",WMS,cultura_artes,"Brinda información de las industrias culturales: Archivos, Centro/Organización cultural, Editoriales, Escuelas de arte, Galerías, Librerías, Salas de cine y Salas de teatro.",https://geoservicios.cultura.gob.pe/geoserver/interoperabilidad/cultura_artes/wms?service=WMS&version=1.1.0&request=GetCapabilities
CULTURA,"Ministerio de Cultura",WMS,cultura_centros_poblados,"Brinda información de los centros poblados, pertenecientes a pueblos indígenas.",https://geoservicios.cultura.gob.pe/geoserver/interoperabilidad/cultura_centros_poblados/wms?service=WMS&version=1.1.0&request=GetCapabilities
CULTURA,"Ministerio de Cultura",WMS,cultura_localidad,"Brinda información de las Comunidades Campesinas y Nativas, pertenecientes a Pueblos Indígenas.",https://geoservicios.cultura.gob.pe/geoserver/interoperabilidad/cultura_localidad/wms?service=WMS&version=1.1.0&request=GetCapabilities
CULTURA,"Ministerio de Cultura",WMS,cultura_map,"Brinda información de los Monumentos Arqueológicos Prehispánicos, así como su clasificación.",https://geoservicios.cultura.gob.pe/geoserver/interoperabilidad/cultura_map/wms?service=WMS&version=1.1.0&request=GetCapabilities
CULTURA,"Ministerio de Cultura",WMS,cultura_museos,"Brinda información de los Museos del Perú, administrados por el Ministerio de Cultura.",https://geoservicios.cultura.gob.pe/geoserver/interoperabilidad/cultura_museos/wms?service=WMS&version=1.1.0&request=GetCapabilities
CULTURA,"Ministerio de Cultura",WMS,cultura_paisaje_cultural,"Brinda información de los Paisajes Culturales del Perú.",https://geoservicios.cultura.gob.pe/geoserver/interoperabilidad/cultura_paisaje_cultural/wms?service=WMS&version=1.1.0&request=GetCapabilities
CULTURA,"Ministerio de Cultura",WMS,cultura_reserva_indigena,"Tierras de carácter intangible delimitadas por el Estado peruano a favor de los pueblos indígenas en situación de aislamiento y en situación de contacto inicial (PIACI), en tanto mantengan tal situación, para proteger los derechos, hábitat y condiciones que aseguren su existencia e integridad como pueblos indígenas.",https://geoservicios.cultura.gob.pe/geoserver/interoperabilidad/cultura_reserva_indigena/wms?service=WMS&version=1.1.0&request=GetCapabilities
DEFENSA,"Instituto Geográfico Nacional",Geoportal,"GeoPortal de Datos Fundamentales del IGN","Geoportal del Instituto Geográfico Nacional",http://www.idep.gob.pe/
DEFENSA,"Instituto Geográfico Nacional",WMS,"Cultural (Escala 1:500 000)","Servicio de visualización de la capa de Información Cultural del IGN a escala de 1:500 000",https://www.idep.gob.pe/geoportal/services/SERVICIOS_IGN/CULTURAL_500K/MapServer/WMSServer?request=GetCapabilities&service=WMS
DEFENSA,"Instituto Geográfico Nacional",WMS,"Fisiografia (Escala 1:500 000)","Servicio de visualización de la capa de Fisiografia del IGN a escala de 1:500 000. Información de Cotas y Curvas de Nivel proporcionada por el Instituto Geográfico Nacional.",https://www.idep.gob.pe/geoportal/services/SERVICIOS_IGN/FISIOGRAFIA_500K/MapServer/WMSServer?request=GetCapabilities&service=WMS
DEFENSA,"Instituto Geográfico Nacional",WMS,"Hidrografía (Escala 1:500 000)","Servicio de visualización de la capa de Hidrografía del IGN a escala de 1:500 000",https://www.idep.gob.pe/geoportal/services/SERVICIOS_IGN/HIDROGRAFIA_500K/MapServer/WMSServer?request=GetCapabilities&service=WMS
DEFENSA,"Instituto Geográfico Nacional",WMS,Industria,"Servicio de visualización de la capa de Información Industrial del IGN a escala de 1:500 000",https://www.idep.gob.pe/geoportal/services/SERVICIOS_IGN/INDUSTRIA_500K/MapServer/WMSServer?request=GetCapabilities&service=WMS
DEFENSA,"Instituto Geográfico Nacional",WMS,"Toponimia (Escala 1:500 000)","Servicio de visualización de la capa de Toponimia del IGN a escala de 1:500 000",https://www.idep.gob.pe/geoportal/services/SERVICIOS_IGN/TOPONIMIA_500K/MapServer/WMSServer?request=GetCapabilities&service=WMS
DEFENSA,"Instituto Geográfico Nacional",WMS,"Transportes y Comunicaciones 500K","Servicio de visualización Transportes y Comunicaciones 500k",https://www.idep.gob.pe/geoportal/services/SERVICIOS_IGN/TRANSPORTES_Y_COMUNICACIONES_500K/MapServer/WMSServer?request=GetCapabilities&service=WMS
DEFENSA,"Instituto Geográfico Nacional",WMS,"Límites (Escala 1:100 000)","Servicio de visualización de la capa de Límites del IGN a escala de 1:100 000",https://www.idep.gob.pe/geoportal/services/DATOS_GEOESPACIALES/L%C3%8DMITES/MapServer/WMSServer?request=GetCapabilities&service=WMS
DEFENSA,"Instituto Geográfico Nacional",WMS,"Cultural (Escala 1:100 000)","Servicio de visualización de la capa de Información Cultural del IGN a escala de 1:100 000",https://www.idep.gob.pe/geoportal/services/SERVICIOS_IGN/CULTURAL_100K/MapServer/WMSServer?request=GetCapabilities&service=WMS
DEFENSA,"Instituto Geográfico Nacional",WMS,"Fisiografía (Escala 1:100 000)","Servicio de visualización de la capa de Fisiografía del IGN a escala de 1:100 000. Información de Cotas y Curvas de Nivel proporcionada por el Instituto Geográfico Nacional.",https://www.idep.gob.pe/geoportal/services/SERVICIOS_IGN/FISIOGRAFIA_100K/MapServer/WMSServer?request=GetCapabilities&service=WMS
DEFENSA,"Instituto Geográfico Nacional",WMS,"Hidrografía (Escala 1:100 000)","Servicio de visualización de la capa de Hidrografía del IGN a escala de 1:100 000",https://www.idep.gob.pe/geoportal/services/SERVICIOS_IGN/HIDROGRAFIA_100K/MapServer/WMSServer?request=GetCapabilities&service=WMS
DEFENSA,"Instituto Geográfico Nacional",WMS,"Puente Piedra","Servicio de visualización de la capa Puente Piedra del IGN",https://www.idep.gob.pe/geoportal/services/IMAGENES/ORTOFOTO_PUENTE_PIEDRA/MapServer/WMSServer?request=GetCapabilities&service=WMS
DEFENSA,"Instituto Geográfico Nacional",WMS,Caral,"Servicio de visualización de la capa del IGN acerca de Caral",https://www.idep.gob.pe/geoportal/rest/services/IMAGENES/ORTOFOTO_CARAL/MapServer
DEFENSA,"Instituto Geográfico Nacional",WMS,"Transportes y Comunicaciones 100K","Servicio de visualización Transportes y Comunicaciones 100k",https://www.idep.gob.pe/geoportal/services/SERVICIOS_IGN/TRANSPORTES_Y_COMUNICACIONES_100K/MapServer/WMSServer?request=GetCapabilities&service=WMS
DEFENSA,"Instituto Geográfico Nacional",WMS,"DEM Y Regiones del Perú","Modelo de elevación digital del Perú",https://www.idep.gob.pe/geoportal/services/MAPA_BASE/PER%C3%9A_DEM/MapServer/WMSServer?request=GetCapabilities&service=WMS
DEFENSA,"Instituto Geográfico Nacional",WMS,PERÚ_RASTER_50K,"Proyectos cartográficos del Perú para la disposición del usuario, es la unión de todas las hojas raster realizados en la escala 1:50000",https://www.idep.gob.pe/geoportal/services/MAPA_BASE/PER%C3%9A_RASTER_50K/MapServer/WMSServer?request=GetCapabilities&service=WMS
DEFENSA,"Instituto Geográfico Nacional",WMS,PERÚ_RASTER_100K,"Mapa Base del Perú, es la uníon de la carta nacional en un mosaico raster que permite al usuario ver la cartografía del Perú a la escala 1 : 100 000",https://www.idep.gob.pe/geoportal/services/MAPA_BASE/PER%C3%9A_RASTER_100K/MapServer/WMSServer?request=GetCapabilities&service=WMS
DEFENSA,"Instituto Geográfico Nacional",WMS,PERÚ_RASTER_25K,"Proyectos cartográficos del Perú, a la escala 1:25000, es la unión ráster de todas las hojas de los proyectos realizados a la escala 1:25000",https://www.idep.gob.pe/geoportal/services/MAPA_BASE/PER%C3%9A_RASTER_25K/MapServer/WMSServer?request=GetCapabilities&service=WMS
DEFENSA,"Instituto Geográfico Nacional",WMS,"Centros Poblados","El Instituto Geográfico Nacional - IGN pone a disposición del usuario la información de los centros poblados del Perú.",https://www.idep.gob.pe/geoportal/services/DATOS_GEOESPACIALES/CENTROS_POBLADOS/MapServer/WMSServer?request=GetCapabilities&service=WMS
DEFENSA,"Instituto Geográfico Nacional",WMS,"Imágenes RPA","Aquí encontraremos un conjunto de imágenes RPA (IMAGEN CARAPONGO, IMAGEN CATACAOS, IMAGEN CC KM87, IMAGEN ESCUELA MILITAR, IMAGEN HOSPITAL MILITAR CENTRAL, IMAGEN HOYOS RUBIO, IMAGEN HUAYCOLORO, IMAGEN IGN, IMAGEN LA TINGUIÑA, IMAGEN PUCUSANA, IMAGEN RIO RIMAC y IMAGEN SANTA EULALIA).",https://www.idep.gob.pe/geoportal/services/IMAGENES/IMAGEN_DRONE/MapServer/WMSServer?request=GetCapabilities&service=WMS
DEFENSA,"Instituto Geográfico Nacional",WMS,"Imágen Satelital de Tumbes","Servicio de visualización WMS de una imagen satelital ""Ortofoto del departamento de Tumbes"" a la Escala 1 : 25 000",https://www.idep.gob.pe/geoportal/services/IMAGENES/ORTOFOTO_TUMBES/MapServer/WMSServer?request=GetCapabilities&service=WMS
DEFENSA,"Instituto Geográfico Nacional",WMS,"Imagen Satelital de Trujillo","Servicio de visualización WMS de una imagen satelital ""Ortofoto de una parte del departamento Trujillo"" a la Escala 1 : 1 000",https://www.idep.gob.pe/geoportal/services/IMAGENES/ORTOFOTO_TRUJILLO/MapServer/WMSServer?request=GetCapabilities&service=WMS
DEFENSA,"Instituto Geográfico Nacional",WMS,"Imagen Satelital de Huancayo","Servicio de visualización WMS de una imagen satelital ""Ortofoto de una parte de la ciudad de Huancayo"" a la Escala 1:1000",https://www.idep.gob.pe/geoportal/services/IMAGENES/ORTOFOTO_HUANCAYO/MapServer/WMSServer?request=GetCapabilities&service=WMS
DEFENSA,"Instituto Geográfico Nacional",WMS,"Imagen Satelital de Ica","Servicio de visualización WMS de una imagen satelital ""Ortofoto de una parte del departamento de Ica"" a la Escala 1:1000",https://www.idep.gob.pe/geoportal/services/IMAGENES/ORTOFOTO_ICA/MapServer/WMSServer?request=GetCapabilities&service=WMS
DEFENSA,"Instituto Geográfico Nacional",WMS,"Imagen Satelital de Arequipa","Servicio de visualización WMS de una imagen satelital ""Ortofoto de una parte del departamento de Arequipa"" a la Escala 1:1000",https://www.idep.gob.pe/geoportal/services/IMAGENES/ORTOFOTO_AREQUIPA/MapServer/WMSServer?request=GetCapabilities&service=WMS
DEFENSA,"Instituto Geográfico Nacional",WMS,"Ortofoto Tingo María","Servicio de visualización WMS de una imagen ""Ortofoto de Tingo María"" a la Escala 1:1000",https://www.idep.gob.pe/geoportal/services/IMAGENES/ORTOFOTO_TINGO_MARÍA/MapServer/WMSServer?request=GetCapabilities&service=WMS
DEFENSA,"Instituto Geográfico Nacional",WMS,"Ortofoto Puno","Servicio de visualización WMS de una imagen ""Ortofoto de Puno"" a la Escala 1:1000",https://www.idep.gob.pe/geoportal/services/IMAGENES/ORTOFOTO_PUNO/MapServer/WMSServer?request=GetCapabilities&service=WMS
DEFENSA,"Instituto Geográfico Nacional",WMS,"Ortofoto Huaraz","Servicio de visualización WMS de una imagen ""Ortofoto de Huaraz"" a la Escala 1:1000",https://www.idep.gob.pe/geoportal/services/IMAGENES/ORTOFOTO_HUARAZ/MapServer/WMSServer?request=GetCapabilities&service=WMS
DEFENSA,"Instituto Geográfico Nacional",WMS,"Ortofoto Ilo","Servicio de visualización WMS de una imagen ""Ortofoto de Ilo"" a la Escala 1:1000",https://www.idep.gob.pe/geoportal/services/IMAGENES/ORTOFOTO_ILO/MapServer/WMSServer?request=GetCapabilities&service=WMS
DEFENSA,"Instituto Geográfico Nacional",WMS,"Ortofoto Carhuaz","Servicio de visualización WMS de una imagen ""Ortofoto de Carhuaz"" a la Escala 1:1000",https://www.idep.gob.pe/geoportal/services/IMAGENES/ORTOFOTO_CARHUAZ/MapServer/WMSServer?request=GetCapabilities&service=WMS
DEFENSA,"Instituto Geográfico Nacional",WMS,"Ortofoto Nasca","Servicio de visualización WMS de una imagen ""Ortofoto de Nasca"" a la Escala 1:1000",https://www.idep.gob.pe/geoportal/services/IMAGENES/ORTOFOTO_NASCA/MapServer/WMSServer?request=GetCapabilities&service=WMS
DEFENSA,"Instituto Geográfico Nacional",WMS,"Ortofoto Cañete","Servicio de visualización WMS de una imagen ""Ortofoto de Cañete"" a la Escala 1:1000",https://www.idep.gob.pe/geoportal/services/IMAGENES/ORTOFOTO_CAÑETE/MapServer/WMSServer?request=GetCapabilities&service=WMS
DEFENSA,"Instituto Geográfico Nacional",WMS,"Ortofoto Caral","Servicio de visualización WMS de una imagen ""Ortofoto de Caral"" a la Escala 1:1000",https://www.idep.gob.pe/geoportal/services/IMAGENES/ORTOFOTO_CARAL/MapServer/WMSServer?request=GetCapabilities&service=WMS
DEFENSA,"Instituto Geográfico Nacional","Servicios REST","Parque Nacional Otishi","Servicio de visualización de la capa de información del IGN acerca del Parque Nacional Otishi",https://www.idep.gob.pe/geoportal/services/INSTITUCIONALES/PARQUE_NACIONAL_OTISHI/MapServer/WMSServer?request=GetCapabilities&service=WMS
